PONumber,PODate,VendorAcct,VendorName,ExpReceiveDate,DateReceived,SpecialInstructions1,SpecialInstructions2,MiscChgDesc,MiscChgAmt,SpecialInstructions3,WHCode,WHDescription,ApprovedBy,ConfirmationNum,NumOrderLines,PurchTotal,TaxableAmt,SalesTaxAmt,FreightAmt,PpdDeposit,TotalDue,CODAmount,TotalShipCubes,TaxAreaCode,TotalShipWgt,TaxAreaDescription,TaxRate,POPendingFlag,StatusCode,Status,POIssuedFlag,IssuedByUser,PODateIssued,POIssueMethod,POPrintedFlag,POReceivedFlag,ReceivedByUser,TransType,TransSource,FiscalYear,PostPeriod,PostPass,PostedFlag,IsBackorderFlag,POInvoicedFlag,InvcNum,POVendorName,POAddress1,POAddress2,POCity,POState,POZip,POCountry,POContactName,POTelephone,POFax,Terms,CODFlag,TaxFlag,Carrier,FrtPpdCol,MinPOAmt,MinPOWgt,MinPOCubes,ShipVendorName,ShipAddress1,ShipAddress2,ShipCity,ShipState,ShipZip,ShipAttention,ShipTelephone,EnteredTimeStamp,EnteredByUser,LastModifyTimeStamp,LastModifiedByUser
205407,7/3/2013,WESTP100,WEST PAK INC.,,8/3/2013,,,,,0,*MAIN,Main Warehouse,,,1,4000,0,0,0,0,4000,0,10000,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,7/11/2013,EMail,N,Y,LILA,PO,PO,2013,8,2,Y,N,Y,17740,WEST PAK INC.,4111 PLATINUM WAY,,DALLAS,TX,75237,,DOUG WILSON,1-478-302-9363,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/3/2013 4:59:29 PM,JACKIE,7/17/2013 9:35:30 AM,LILA
205498,7/23/2013,FORPLA,"HILEX POLY CO., LLC",8/1/2013,8/3/2013,PLEASE CONFIRM RECEIPT & ETA,DELIVER TO CUST BY 8/1/13,,,0,*MAIN,Main Warehouse,,,1,6787.2,0,0,0,0,6787.2,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/23/2013,EMail,N,Y,LILA,PO,PO,2013,8,2,Y,N,Y,SAL11000452,FORTUNE PLASTICS,,11580 RYLAND CT,ORLANDO,FL,32824,,CUSTOMER SERVICE,1-800-777-3556,1-561-547-8506,N30,N,N,BEST WAY,P,2000,0,0,JAX CENTRAL WAREHOUSE-SHIPG/RECG,NAS JACKSONVILLE,BLDG 170 MACON STREET,JACKSONVILLE,FL,32212-5000,CUST PO 6600001519,904-355-2033,7/23/2013 12:44:05 PM,LILA,7/23/2013 12:44:05 PM,LILA
205544,8/2/2013,RESTA100,RESTAURANT DEPOT,,8/3/2013,,,,,0,*MAIN,Main Warehouse,,,1,96.45,0,0,0,0,96.45,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,8/2/2013,Call,N,Y,LILA,PO,PO,2013,8,2,Y,N,Y,486418,RESTAURANT DEPOT,3389 POWERS AVENUE,,JACKSONVILLE,FL,32207,,,904-733-1005,904-733-1009,CC,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,8/2/2013 10:20:53 AM,LILA,8/2/2013 10:27:15 AM,LILA
205476,7/17/2013,GORPAP,GORDON PAPER COMPANY,,8/2/2013,PLEASE CONFIRM - THANKS!,,,,0,*MAIN,Main Warehouse,,,1,3250,0,0,0,0,3250,0,10000,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/20/2013,Call,N,Y,LILA,PO,PO,2013,8,2,Y,N,Y,206280,GORDON PAPER COMPANY,5713 WARD AVENUE,,VIRGINIA BEACH,VA,23455,,CUSTOMER SERVICE,1-800-457-7366,1-757-363-9355,N30,N,N,Best Way,P,0,0,0,THE SUDDATH COMPANIES,1710 CROSSROADS DRIVE,,ODENTON,MD,21113,SHANYCE DEGREE,904-355-2033,7/17/2013 5:19:15 PM,LILA,7/22/2013 3:03:25 PM,LILA
205500,7/23/2013,TARZAN,TARZANA ENTERPRISES LLC,7/26/2013,8/2/2013,PLEASE CONFIRM RECEIPT & ETA,THANK YOU!,,,0,*MAIN,Main Warehouse,,,3,13625,0,0,0,0,13625,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/23/2013,Call,N,Y,LILA,PO,PO,2013,8,2,Y,N,Y,36302,MACKOUL BUILDING,3425 NORTH MAIN ST,,JACKSONVILLE,FL,32206,,BART DYAL,904-744-4173,904-744-4392,N30,N,N,Best Way,P,0,0,0,JAX CENTRAL WAREHOUSE SHPG&RECG,NAS JACKSONVILLE,BLDG 170 MACON STREET,JACKSONVILLE,FL,32212,CUST PO 6600001519,904-355-2033,7/23/2013 3:20:34 PM,LILA,7/24/2013 4:18:31 PM,LILA
205510-1,7/25/2013,DADEP100,DADE PAPER,,8/2/2013,,,,,0,*MAIN,Main Warehouse,,,1,22.88,0,0,0,0,22.88,22.88,0,0,,(UnAssigned),0,N,R,Received,N,,7/25/2013,,N,Y,JOHN,PO,PO,2013,8,2,Y,Y,Y,552260,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490,904-783-4181,COD,Y,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/26/2013 11:02:08 PM,DBQ,,
205527-1,7/29/2013,DADEP100,DADE PAPER,,8/2/2013,PLEASE CONFIRM - THANK YOU!,LET ME KNOW IF YOU STOCK THE,"18""X5M MEAT FILM - THANKS!",,0,*MAIN,Main Warehouse,,,1,43.29,0,0,0,0,43.29,0,0,0,,(UnAssigned),0,N,R,Received,N,,7/29/2013,,N,Y,JOHN,PO,PO,2013,8,2,Y,Y,Y,552271,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 EXT,904-783-4181,CC,N,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/30/2013 11:02:27 PM,DBQ,,
205532-1,7/30/2013,DADEP100,DADE PAPER,,8/2/2013,WEDNESDAY DELIVERY,,,,0,*MAIN,Main Warehouse,,,2,43.52,0,0,0,0,43.52,0,0,0,,(UnAssigned),0,N,R,Received,N,,7/30/2013,,N,Y,JOHN,PO,PO,2013,8,2,Y,Y,Y,552281,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,CC,N,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/31/2013 11:03:37 PM,DBQ,,
205542,8/1/2013,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,8/2/2013,,,,,0,*MAIN,Main Warehouse,,,2,788.55,0,0,0,0,788.55,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,8/1/2013,EMail,N,Y,JOHN,PO,PO,2013,8,2,Y,N,Y,293156931,AMSAN,801 W BAY ST,,JACKSONVILLE,FL,32204,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,8/1/2013 3:50:34 PM,JACKIE,8/1/2013 3:50:34 PM,JACKIE
205549,8/2/2013,SUNBAT,SUNN BATTERY,,8/2/2013,,,,,0,*MAIN,Main Warehouse,,,1,21.36,0,0,0,0,21.36,0,0,0,,(UnAssigned),0,Y,R,Received,N,,8/2/2013,,N,Y,JOHN,PO,PO,2013,8,2,Y,N,Y,436816,SUNN BATTERY,,1313 W. ADAMS STREET,JACKSONVILLE,FL,32204,,,904/354-4508,904-358-7753,N30,N,N,PICKUP,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,8/2/2013 3:24:02 PM,JOHN,8/2/2013 3:24:02 PM,JOHN
205478,7/18/2013,GOOWRA,GOODWRAPPERS,,8/1/2013,,,,,0,*MAIN,Main Warehouse,,,2,155.28,0,0,0,0,155.28,0,86,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/29/2013,Call,N,Y,JOHN,PO,PO,2013,8,2,Y,N,Y,INO136047,GOODWRAPPERS,,1920 HALETHORPE FARMS RD,BALTIMORE,MD,21227,,Wanda,800/638-1127,1-410-536-0484,N30,N,N,BEST WAY,P,0,1000,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/18/2013 11:55:03 AM,JACKIE,7/29/2013 1:39:17 PM,LILA
205492-1,7/22/2013,LAGASS,ESSENDANT RECEIVABLES INC.,,8/1/2013,,,,,0,*MAIN,Main Warehouse,,,1,31,0,0,0,0,31,0,0,0,,(UnAssigned),0,N,R,Received,N,,7/22/2013,,N,Y,JOHN,PO,PO,2013,8,2,Y,Y,Y,16981633-01,LAGASSE INC.,5215-C WEST GATE DR,SOUTHWEST,ATLANTA,GA,30336,,GARY @ #37105,1-800-989-7487,1-800-367-7845,N30,N,N,BEST WAY,P,800,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/24/2013 11:04:43 PM,DBQ,,
205518,7/28/2013,EXPPAC,EXPRESS PACKAGING INC.,,8/1/2013,PLEASE CONFIRM - THANKS!,,,,0,*MAIN,Main Warehouse,,,1,3595.72,0,0,0,0,3595.72,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/28/2013,EMail,N,Y,JOHN,PO,PO,2013,8,2,Y,N,Y,122741,EXPRESS PACKAGING IN.,912 NORTH MAIN STREET,,PEMBROKE,GA,31321,,SARAH,1-912-653-2800,1-912-653-2801,N30,N,N,THEIR TRUCK,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/28/2013 9:52:50 PM,LILA,7/28/2013 9:52:50 PM,LILA
205528,7/30/2013,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,8/1/2013,,,,,0,*MAIN,Main Warehouse,,,5,640.98,0,0,0,0,640.98,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,7/31/2013,EMail,N,Y,JOHN,PO,PO,2013,8,2,Y,N,Y,293055687,AMSAN,801 W BAY ST,,JACKSONVILLE,FL,32204,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/30/2013 8:43:25 AM,JACKIE,7/31/2013 11:49:35 AM,JACKIE
205534,7/30/2013,LAGASS,ESSENDANT RECEIVABLES INC.,,8/1/2013,,,,,0,*MAIN,Main Warehouse,,,22,943.8,0,0,0,0,943.8,0,98.2,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/31/2013,Call,N,Y,JOHN,PO,PO,2013,8,2,Y,N,Y,17021362-00,LAGASSE INC.,5215-C WEST GATE DR,SOUTHWEST,ATLANTA,GA,30336,,GARY @ #37105,1-800-989-7487,1-800-367-7845,N30,N,N,BEST WAY,P,800,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/30/2013 6:30:11 PM,LILA,7/31/2013 2:46:37 PM,LILA
205539,7/31/2013,SOUPAP,SOUTHEASTERN PAPER GROUP,,8/1/2013,*****************************,NEED THURSDAY DELIVERY****,******************************,,0,*MAIN,Main Warehouse,,,12,667.49,0,0,0,0,667.49,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/31/2013,Call,N,Y,JOHN,PO,PO,2013,8,2,Y,N,Y,9776726,SOUTHEASTERN PAPER GROUP,3850-7 PORT JACKSONVILLE PARKWAY,,JACKSONVILLE,FL,32226,,JOHN FARHAT,904-705-2882,,N30,N,N,Best Way,P,750,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/31/2013 2:27:25 PM,LILA,7/31/2013 4:24:00 PM,LILA
205499,7/23/2013,LINKM100,LINKMAX PAPER,8/1/2013,7/31/2013,PLEASE CONFIRM RECEIPT & ETA,DELIVER BY 8/1/13,THANK YOU!,,0,*MAIN,Main Warehouse,,,1,21000,0,0,0,0,21000,0,42000,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/29/2013,Call,N,Y,LILA,PO,PO,2013,7,2,Y,N,Y,3001705,LINKMAX PAPER,"1087 MEYERSIDE DRIVE, UNIT 14","MISSISSAUGA, ONTARIO",CANADA,,L5T 1M5,,GLENN HARRIS,1-480-614-5205,1- 480-452-1605,N30,N,N,Best Way,P,0,0,0,JAX CENTRAL WAREHOUSE SHIPG&RECG,NAS JACKSONVILLE,BLDG 170 MACON STREET,JACKSONVILLE,FL,32213,CUST PO #6600001519,904-355-2033,7/23/2013 12:48:11 PM,LILA,7/31/2013 1:04:56 PM,LILA
205507,7/25/2013,INTTAP,INTERTAPE POLYMER CORP.,,7/31/2013,,,,,0,*MAIN,Main Warehouse,,,4,3973,0,0,0,0,3973,0,2628.96,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,7/25/2013,EMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,76340459,INTERTAPE POLYMER GROUP,P.O.BOX 203459,,DALLAS,TX,75320-3459,,DAVID BARNES,1-800-474-8273,1-800-462-1293,N30,N,N,BEST WAY,P,3000,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/25/2013 11:10:26 AM,JACKIE,7/25/2013 11:10:26 AM,JACKIE
205509,7/25/2013,PARSTE,PARLIMENT BUILDING PRODUC,,7/31/2013,,,,,0,*MAIN,Main Warehouse,,,1,84,0,0,0,0,84,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JOHN,7/25/2013,USMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,167341,PARLIMENT BUILDING PRODUC,3031 WESTSIDE BLVD,,JACKSONVILLE,FL,32209,,SCOTT,904/387-8444,904-387-8465,N20,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/25/2013 2:03:21 PM,JOHN,7/25/2013 2:03:21 PM,JOHN
205524,7/29/2013,CLEPAK,CLEANPAK PRODUCTS,,7/31/2013,,,,,0,*MAIN,Main Warehouse,,,2,1136,0,0,0,0,1136,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,7/29/2013,EMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,24686,CLEANPAK PRODUCTS,5408 NORTH 59TH STREET,SUITE A,TAMPA,FL,33610,,GEORGE BRYDON,1-800-790-3090,1-813-740-8218,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/29/2013 12:31:28 PM,JACKIE,7/29/2013 12:31:28 PM,JACKIE
205526,7/29/2013,PLAST100,PLASTIFAR,,7/31/2013,WE WILL PICKUP ON TUESDAY,THANK YOU!,,,0,*MAIN,Main Warehouse,,,1,255.4,0,0,0,0,255.4,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/29/2013,FAX,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,,PLASTIFAR,1877 NORTHWEST 32ND ST,,MIAMI,FL,33142,,BART DYAL,904-744-4173,904-744-4392,N30,N,N,CPU,P,0,0,3000,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/29/2013 3:28:34 PM,LILA,7/29/2013 4:31:52 PM,LILA
205529,7/30/2013,SOUPAP,SOUTHEASTERN PAPER GROUP,,7/31/2013,PLEASE CONFIRM - MAY NEED TO,ADD ON B4 END OF DAY :),THANK YOU!,,0,*MAIN,Main Warehouse,,,29,2807.72,0,0,0,0,2807.72,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/30/2013,EMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,9776133,SOUTHEASTERN PAPER GROUP,3850-7 PORT JACKSONVILLE PARKWAY,,JACKSONVILLE,FL,32226,,JOHN FARHAT,904-705-2882,,N30,N,N,Best Way,P,750,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/30/2013 12:11:15 PM,LILA,7/30/2013 6:53:55 PM,LILA
205531,7/30/2013,ELKAY100,ELKAY PLASTICS,,7/31/2013,DELIVER ON WEDNESDAY PER,ELSIE - THANK YOU!!,NO FRT CHARGE,,0,*MAIN,Main Warehouse,,,1,726.56,0,0,0,0,726.56,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/30/2013,EMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,2278355,ELKAY PLASTICS,7515 HARTMAN INDUSTRIAL WAY,SUITE 200,AUSTELL,GA,30168,,ELLERY MANGAS,1-800-842-2247,1-678-398-6904,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/30/2013 4:25:26 PM,LILA,7/30/2013 4:25:26 PM,LILA
205532,7/30/2013,DADEP100,DADE PAPER,,7/31/2013,WEDNESDAY DELIVERY,,,,0,*MAIN,Main Warehouse,,,5,308.23,0,0,0,0,308.23,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/31/2013,Call,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,546206,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,CC,N,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/30/2013 4:48:41 PM,LILA,7/31/2013 11:56:58 AM,LILA
205521-1,7/29/2013,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,7/31/2013,,,,,0,*MAIN,Main Warehouse,,,1,10.55,0,0,0,0,10.55,0,0,0,,(UnAssigned),0,N,R,Received,N,,7/29/2013,,N,Y,JOHN,PO,PO,2013,7,2,Y,Y,Y,292869443,AMSAN,801 W BAY ST,,JACKSONVILLE,FL,32204,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/30/2013 11:01:51 PM,DBQ,,
205420,7/9/2013,GORPAP,GORDON PAPER COMPANY,,7/30/2013,PLEASE CONFIRM RECEIPT AND ETA,THANK YOU!,,,0,*MAIN,Main Warehouse,,,1,3250,0,0,0,0,3250,0,10000,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/9/2013,EMail,N,Y,LILA,PO,PO,2013,7,2,Y,N,Y,80206165,GORDON PAPER COMPANY,5713 WARD AVENUE,,VIRGINIA BEACH,VA,23455,,CUSTOMER SERVICE,1-800-457-7366,1-757-363-9355,N30,N,N,Best Way,P,0,0,0,BARRETT MOVING AND STORAGE,7100 WASHINGTON AVENUE SOUTH,,EDEN PRAIRIE,MN,55344,BRIAN TRENHOLM 952-828-7954,,7/9/2013 1:17:59 PM,LILA,7/30/2013 6:54:19 PM,LILA
205473,7/17/2013,INTTAP,INTERTAPE POLYMER CORP.,,7/30/2013,,,,,0,*MAIN,Main Warehouse,,,6,4851.44,0,0,0,0,4851.44,0,1658.88,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,7/22/2013,EMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,76339356,INTERTAPE POLYMER GROUP,P.O.BOX 203459,,DALLAS,TX,75320-3459,,DAVID BARNES,1-800-474-8273,1-800-462-1293,N30,N,N,BEST WAY,P,3000,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/17/2013 11:10:43 AM,JACKIE,7/22/2013 11:33:15 AM,JACKIE
205488-1,7/22/2013,MOTIND,MOTION INDUSTRIES,,7/30/2013,,,,,0,*MAIN,Main Warehouse,,,1,173.5,0,0,0,0,173.5,0,0,0,,(UnAssigned),0,N,R,Received,N,,7/22/2013,,N,Y,JOHN,PO,PO,2013,7,2,Y,Y,Y,"FL32-675701,6784",MOTION INDUSTRIES,401 HECKSCHER DRIVE,,JACKSONVILLE,FL,32218,,JIMMY COLLINS,904/757-5080,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/23/2013 11:01:30 PM,DBQ,,
205521,7/29/2013,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,7/30/2013,,,,,0,*MAIN,Main Warehouse,,,9,1036.29,0,0,0,0,1036.29,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,7/29/2013,EMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,"292869450,90,82",AMSAN,801 W BAY ST,,JACKSONVILLE,FL,32204,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/29/2013 9:05:00 AM,JACKIE,7/30/2013 8:48:30 AM,JOHN
205525,7/29/2013,UNVSOU,UNIVERSAL-SOUTHERN CORP.,,7/30/2013,,,,,0,*MAIN,Main Warehouse,,,10,123.8,0,0,0,0,123.8,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JOHN,7/29/2013,USMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,133079,UNIVERSAL-SOUTHERN CORP.,P.O.BOX 10484,3755 GRANT ROAD,JACKSONVILLE,FL,32207,,MELODY,904/399-1244,904-396-6865,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/29/2013 1:41:27 PM,JOHN,7/29/2013 2:14:34 PM,JOHN
205527,7/29/2013,DADEP100,DADE PAPER,,7/30/2013,PLEASE CONFIRM - THANK YOU!,LET ME KNOW IF YOU STOCK THE,"18""X5M MEAT FILM - THANKS!",,0,*MAIN,Main Warehouse,,,7,1137.68,0,0,0,0,1137.68,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/29/2013,Call,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,541792,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 EXT,904-783-4181,CC,N,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/29/2013 4:31:23 PM,LILA,7/29/2013 7:20:18 PM,LILA
205413-1,7/8/2013,BMBENT,"BMB FILTRATION, INC",,7/29/2013,,,,,0,*MAIN,Main Warehouse,,,1,138,0,0,0,0,138,0,0,0,,(UnAssigned),0,N,R,Received,N,,7/8/2013,,N,Y,JOHN,PO,PO,2013,7,2,Y,Y,Y,52236,BMB ENTERPRISES,11240 BUSINESS PARK BLVD,,JACKSONVILLE,FL,32256,,KATHY TREVINO,904-880-7925,904-880-7949,N20,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/9/2013 11:01:03 PM,DBQ,,
205459,7/15/2013,SEATITE,SEAL-TITE PLASTIC PACKAGING CO. INC,,7/29/2013,PLEASE CONFIRM ETA AND RECEIPT,OF THIS PO - THANKS!,,,0,*MAIN,Main Warehouse,,,1,7635.47,0,0,0,0,7635.47,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/15/2013,FAX,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,82217,SEAL-TITE PLASTIC PACKAGING CO. INC,4655 SW 74TH AVENUE,,MIAMI,FL,33155,,ANABEL,1-305-264-9015,1-305-266-5640,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/15/2013 12:27:57 AM,LILA,7/29/2013 9:21:22 AM,JOHN
205485,7/22/2013,CLEPAK,CLEANPAK PRODUCTS,,7/29/2013,,,,,0,*MAIN,Main Warehouse,,,4,780.52,0,0,0,0,780.52,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,7/23/2013,EMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,24668,CLEANPAK PRODUCTS,5408 NORTH 59TH STREET,SUITE A,TAMPA,FL,33610,,GEORGE BRYDON,1-800-790-3090,1-813-740-8218,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/22/2013 10:18:08 AM,JACKIE,7/23/2013 11:51:25 AM,JACKIE
205446-3,7/11/2013,LAGASS,ESSENDANT RECEIVABLES INC.,,7/29/2013,,,,,0,*MAIN,Main Warehouse,,,3,64.68,0,0,0,0,64.68,0,0,0,,(UnAssigned),0,N,R,Received,N,,7/11/2013,,N,Y,JOHN,PO,PO,2013,7,2,Y,Y,Y,16928442-04,LAGASSE INC.,5215-C WEST GATE DR,SOUTHWEST,ATLANTA,GA,30336,,GARY @ #37105,1-800-989-7487,1-800-367-7845,N30,N,N,BEST WAY,P,800,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/24/2013 11:04:22 PM,DBQ,,
205471-2,7/16/2013,DADEP100,DADE PAPER,,7/29/2013,PLEASE CONFIRM - EARLY AM DEL,THANK YOU!,,,0,*MAIN,Main Warehouse,,,4,42.31,0,0,0,0,42.31,42.31,0,0,,(UnAssigned),0,N,R,Received,N,,7/16/2013,,N,Y,JOHN,PO,PO,2013,7,2,Y,Y,Y,,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490,904-783-4181,COD,Y,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/24/2013 11:04:29 PM,DBQ,,
205501-1,7/23/2013,SOUPAP,SOUTHEASTERN PAPER GROUP,,7/29/2013,PLEASE CONFIRM - THANK YOU!,,,,0,*MAIN,Main Warehouse,,,1,88.29,0,0,0,0,88.29,0,0,0,,(UnAssigned),0,N,R,Received,N,,7/23/2013,,N,Y,JOHN,PO,PO,2013,7,2,Y,Y,Y,9774155,SOUTHEASTERN PAPER GROUP,3850-7 PORT JACKSONVILLE PARKWAY,,JACKSONVILLE,FL,32226,,JOHN FARHAT,904-705-2882,,N30,N,N,Best Way,P,750,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/24/2013 11:05:23 PM,DBQ,,
205514,7/26/2013,UNISOU,VERITIV OPERATING COMPANY,,7/29/2013,PLEASE MAKE SURE TS1SW,(10555041) ON THIS ORDER,NEED EARLY AM PLS - THANKS!,,0,*MAIN,Main Warehouse,,,10,2092.17,0,0,0,0,2092.17,0,38,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/26/2013,Call,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,483-70768783,UNISOURCE WORLDWIDE INC,,P.O. BOX 409884,ATLANTA,GA,30384,,JOHN NANCE,904-348-8120,,CC,N,N,THEIR TRUCK/PICKUP,P,2000,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/26/2013 1:04:54 PM,LILA,7/26/2013 1:04:54 PM,LILA
