CustAcct,CustomerName,Address1,Address2,City,State,Zip,OfficePhone,OfficeFax,OfficeContactFirstName,OfficeContactLastName,OfficeContactEmailAddress,SalesContactFirstName,ARContactFirstName,SalesContactLastName,SalesContactEmailAddress,ARContactLastName,ARContactEmailAddress,CCContactFirstName,CCContactLastName,CCContactEmailAddress,WebAddress,BranchCode,SmanCode,SalesmanName,MarketGroup,MarketGroupDescription,TaxAreaCode,TaxAreaDescription,FedTaxFlag,FedTaxAreaCode,FedTaxResaleNum,FedTaxAreaDescription,Terms,LastSaleDate,CreditLimit,CreditComments1,CreditComments2,CurBalance,AgeBal1,AgeBal2,AgeBal3,AgeBal4,AgeBal5,AgeBal6,Carrier,FOB,FrtPpdCollect,TaxFlag,ResaleTaxNum,CustDiscRate,ComFlag,CustComRate,ServiceChgFlag,PrintStatementFlag,DeliveryRouteCode,DeliverySeqNum,DeliveryRouteDesc,PrintPricesOnPickFlag,ShipToFlag,NumShipTos,PrimaryShipToCode,PrimaryShipCustomerName,PrimaryShipAddress1,PrimaryShipAddress2,PrimaryShipCity,PrimaryShipState,PrimaryShipZip,PrimaryShipAttention,PrimaryShipInstructions1,PrimaryShipInstructions2,PrimaryShipInstructions3,CustPriceOptDesc,CustPriceCtrl,CustPriceOpt,CustPriceBrkt,CustPricePct,CustPriceChgCtrl,Comments1,Comments2,Comments3,BillingInstructions1,BillingInstructions2,ShippingInstructions1,AutoCreditHoldOpt,ShippingInstructions2,ShippingInstructions3,PORequiredFlag,BlanketPONum,WHCode,PmtGroupCode,PmtGroupDescription,PricingClassCode,PricingClassDesc,ChargeFrtFlag,TaxFrtFlag,KeyCust,SalesClass,CalcClass,CustStatus,OEAddCustPartNumLineFlag,JMCatCustFlag,CSSCustFlag,CSRLastLoginDate,CSRTotLogins,CSRFirstLoginDate,CSRCurLogins,CorpAcctCode,CorpCurrentBudget,CorpLastBudget,CorpMaxOrderTotal,InvcIssueOpt,InvcIssueContact,InvcCopySendFlag,InvcCopySendVia,InvcCopyContact,SendInvcWithDeliveryFlag,OrderConfirmSendFlag,OrderConfirmSendVia,OrderConfirmContact,OrderConfirm2SendVia,OrderConfirm2Contact,ShipNoticeSendFlag,ShipNoticeSendVia,ShipNoticeContact,Field1,Field2,SetupTimeStamp,SetupByUser,LastModifyTimeStamp,LastModifyByUser,ObsoleteFlag,CustID
AIRVA100,AIR VAN INC.,13910 ALVAREZ RD. SUITE 101,,JACKSONVILLE,FL,32218,904-741-4930,904-741-3997,,,,,,,,,,,,,,FLORIDASALES,59,RONNIE BURKE,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,,0,,,0,0,0,0,0,0,0,Best Way,Destination,P,Y,,0,Y,0,Y,P,0,0,(UnAssigned),N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,,,3/1/2010 9:10:56 AM,RANDY,5/24/2017 8:31:29 AM,RANDY,N,10696
CFWOR100,CF WORLDWIDE,13350 INTERNATIONAL PARKWAY,SUITE 101,JACKSONVILLE,FL,32218,904-741-2141,904-741-2142,MARILYN,HIRSH,,,,,,,,,,,,FLORIDASALES,59,RONNIE BURKE,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),C.O.D,1/12/2012,250,,,0,0,0,0,0,0,0,Best Way,Destination,P,Y,,0,Y,0,Y,P,2,0,Northside,Y,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,COD AT ALL TIMES,,,,N,,0,,(UnAssigned),N,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,Y,N,E,,E,,N,E,,,,3/10/2010 12:56:19 PM,JACKIE,5/24/2017 8:31:47 AM,RANDY,N,10697
OEONL100,"OE ONLY BUMPERS, INC",515-1 EAST 9TH STREET,,JACKSONVILLE,FL,32206,904-634-8940,904-634-8941,VINNY,DeSANTIS,VINNYDE1@YAHOO.COM,,,,,,,,,,,FLORIDASALES,21,DAVID T. HALL-new,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,10/17/2016,250,,,0,0,0,0,0,0,0,Best Way,Destination,P,Y,,0,Y,0,Y,P,1,0,Downtown,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,Y,N,,0,,(UnAssigned),N,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,M,VINNY,N,E,VINNY,N,N,E,,E,,N,E,,,,3/17/2010 3:50:08 PM,JACKIE,2/22/2017 1:22:49 PM,PETE,N,10699
KEYCA100,AQUA GULF / KEY CARGO MARINE,9400 BUSCH DR NORTH,,JACKSONVILLE,FL,32218,904-355-4289,904-355-3969,ANTHONY,MILLER,AMILLER@AQUAGULF.COM,ARNOLD,ALEXANDER,aalexander@aquagulf.com,LILLY,PANTOJA,,,,,,FLORIDASALES,50,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,9/14/2015,400,,,0,0,0,0,0,0,0,Best Way,Destination,P,Y,,0,Y,0,Y,P,2,0,Northside,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,M,CHARLOTTE,N,E,,N,N,E,,E,,N,E,,,,3/17/2010 4:17:52 PM,JACKIE,9/1/2015 9:07:36 AM,STEVE,N,10700
HIBER100,HIBERNIA BAPTIST CHURCH,7100 HIGHWAY 17 SOUTH,,FLEMING ISLAND,FL,32003,904-529-8944,904-529-8946,PAM,PIEDLOW,PPIEDLOW@AOL.COM,,,,,,,,,,,FLORIDASALES,7,Eugene Aman,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,12/9/2013,1000,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,,0,Y,0,Y,P,0,0,(UnAssigned),N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),N,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,,,3/25/2010 9:49:13 AM,JACKIE,4/9/2025 8:59:33 AM,NATE,N,10702
DUVAL100,DUVAL FORD,1616 CASSAT AVENUE,,JACKSONVILLE,FL,32210,904-381-6590,,Jenn,Harris,jennifer.harris@duvalmotor.com,,,,,,,,,,,FLORIDASALES,10,Randy Frontz,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,4/16/2026,0,,,224.82,382.78,0,0,0,0,0,Best Way,Destination,P,Y,26-8015499770-0 *17,0,Y,0,Y,P,0,0,(UnAssigned),N,Y,1,30,DUVAL FORD,1616 CASSAT AVENUE,,,,,,,,,30% Profit Margin,p30,P,,30,+,Customer wants mailed invoice,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,B,A,N,Y,N,,,0,0,0,0,0,0,M,Jenn,N,E,,N,N,E,,E,,N,E,,,,4/1/2010 4:15:05 PM,RANDY,2/10/2025 10:05:15 AM,JEFF,N,10704
MITCH100,MITCHELL PROFFITT COMPANY,5644 DOOLITTLE ROAD,,JACKSONVILLE,FL,32254,904-783-3177,904-783-3198,,,,,,,,,,,,,,FLORIDASALES,59,RONNIE BURKE,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,7/15/2014,500,,,0,0,0,0,0,0,0,Best Way,Destination,P,Y,,0,Y,0,Y,P,7,0,Westside,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,,,4/14/2010 10:47:09 AM,JACKIE,5/24/2017 8:32:13 AM,RANDY,N,10705
HYDRO100,HYDROLEC INC.,5050 STEPP AVENUE,,JACKSONVILLE,FL,32216,904-730-3766,904-730-3775,LUANNE,BARROW,LUANNE.BARROW@HYDROLEC.COM,LUANNE,BARROW,LUANNE.BARROW@HYDROLEC.COM,,,,,,,,FLORIDASALES,10,Randy Frontz,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),2% 10 NET 30,3/9/2026,2500,,,215,0,306.3,0,0,0,250,Best Way,Destination,P,N,26-8012495352-5  *16,0,Y,0,Y,P,5,0,Southside,N,N,0,,,,,,,,,,,,30% Profit Margin,p30,P,,30,+,,,,,,,,,,N,,0,,(UnAssigned),N,N,,(UnAssigned),,,D,A,N,Y,N,,,0,0,0,0,0,0,M,AP,N,E,,N,N,E,,E,,N,E,,,,4/14/2010 3:12:20 PM,JACKIE,11/2/2023 12:31:23 PM,JEFF,N,10706
ADAMC100,ADAM C & A,,,,,,,,,,,,,,,,,,,,,FLORIDASALES,10,Randy Frontz,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),C.O.D,4/16/2010,0,,,0,0,0,0,0,0,0,PICKUP,Destination,P,Y,,0,Y,0,Y,P,17,0,Customer Pickup,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),N,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,Y,N,E,,E,,N,E,,,,4/16/2010 2:23:13 PM,JACKIE,9/11/2009 4:42:37 PM,CMS,N,10707
DUNNS100,DUNNS CREEK BAPTIST CHURCH,1425 STARRATT ROAD,,JACKSONVILLE,FL,32218-0000,904-757-0343,,VIVIAN,HARRIS,DCBC_FINANCE@BELLSOUTH.NET,,,,VIVIAN,HARRIS,DCBC_FINANCE@BELLSOUTH.NET,,,,,FLORIDASALES,59,RONNIE BURKE,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,1/11/2011,1000,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,85-8012590424C-2 *14,0,Y,0,Y,P,2,0,Northside,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,,,4/20/2010 10:25:11 AM,JACKIE,5/24/2017 8:32:58 AM,RANDY,N,10708
SCHAU100,"HEARTHSIDE FOOD SOLUTIONS, LLC",,222 ROSEWOOD DR. SUITE 240,DANVERS,MA,1923,904-741-8016X 319,904-741-6933,RADAME,DOMENIGO,RADAME.DOMENIGO@GREENCORE.COM,accounts,payable,jacksonvilleAP@hearthsidefoods.com,DEBBIE,BROWN,DEBBIE.BROWN@GREENCORE.COM,,,,,FLORIDASALES,80,RONNIE BURKE,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,2/28/2022,2500,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,26-8013853121-4 *10,0,Y,0,Y,P,2,0,Northside,N,Y,1,1,"SCHAU SOUTHEAST, INC.",13949 ALVAREZ ROAD,SUITE 105,JACKSONVILLE,FL,32218,JON OLSEN,,,,Use Item Price,i,I,,0,+,,ANY DELIVERY QUESTIONS,CALL RICK 741-4029 OR RONNIE,48 hr delivery notice required,Rick Dominick 9047414029,48 hr notice of delivery,Rick Dominick 9047414029,Ronnie 9047418016x302,,N,,0,,(UnAssigned),N,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,M,accounts,N,E,,N,N,E,,E,,N,E,,,,4/21/2010 9:36:20 AM,JACKIE,11/30/2020 3:53:04 PM,NEAL,N,10709
CONSO100,CONSOLIDATED RIGGING AND MARINE,SUPPLY INC,P.O BOX 3235,JACKSONVILLE,FL,32206,904-477-1405/904-765-7177,904-765-2056,CURTIS,.,,,,,,,,,,,,FLORIDASALES,59,RONNIE BURKE,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,7/9/2010,1000,,,0,0,0,0,0,0,0,Best Way,Destination,P,Y,,0,Y,0,Y,P,2,0,Northside,N,Y,1,1,CONSOLIDATED RIGGING AND MARINE,4700 NORTH PEARL STREET,,JACKSONVILLE,FL,32205,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),N,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,,,4/22/2010 2:35:02 PM,JACKIE,5/24/2017 8:33:18 AM,RANDY,N,10710
ULTIM100,ULTIMATE STORAGE INC.DBA-PODS,DBA: PODS,8498 MALLORY ROAD,JACKSONVILLE,FL,32220,904-378-8485,904-378-8487,BILL,EALES,bill@podsjacksonville.com,,,,,,,,,,,FLORIDASALES,51,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,2/19/2021,2000,,,0,0,0,0,0,0,0,Best Way,Destination,P,Y,,0,Y,0,Y,P,5,0,Southside,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),N,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,M,BILL,N,E,,N,N,E,,E,,N,E,,,,4/27/2010 8:29:09 AM,JACKIE,2/3/2016 9:38:35 AM,STEVE,N,10711
MAGIC100,MAGIC TRANSPORT,13286 VANTAGE WAY,,JACKSONVILLE,FL,32218,904-741-3988,904-741-6133,LAURA,McKINLEY,lmckinley@magictransport.com,,,,,,,,,,,FLORIDASALES,59,RONNIE BURKE,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,5/3/2010,1000,,,0,0,0,0,0,0,0,Best Way,Destination,P,Y,,0,Y,0,Y,P,2,0,Northside,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),N,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,,,4/30/2010 10:55:11 AM,JACKIE,5/24/2017 8:33:40 AM,RANDY,N,10712
JACKS100,JACK'S SANDWICH SHOP,9303 LEM TURNER ROAD,,JACKSONVILLE,FL,32208,904-765-3776,,LOUIS,SHUNNARRAH,,LOUIS,SHUNNARRAH,,,,,,,,,FLORIDASALES,64,Pat DeRita,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 10,4/15/2026,500,,,1410.03,-133.99,0,0,0,0,1186.4,Best Way,Destination,P,N,26-8012041471-4  *15,0,Y,0,Y,P,2,0,Northside,Y,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,DO NOT DELIVER BET 11:00-1:00,,,,N,LOUIS,0,,(UnAssigned),N,N,,(UnAssigned),,,B,A,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,Y,N,E,,E,,N,E,,,,5/11/2010 11:39:13 AM,JACKIE,12/7/2022 3:28:46 PM,JEFF,N,10713
CROSS100,CROSS CREEK BARBEQUE,850 SOUTH LANE AVENUE,,JACKSONVILLE,FL,32254,904-387-6770,904-384-8215,,,,,,,MARIE,WELLS,dmilnecomp@aol.com,,,,,FLORIDASALES,64,Pat DeRita,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,4/15/2026,2500,,,8349.05,4107.28,1962.45,2279.32,0,0,0,Best Way,Destination,P,N,26-8012021122-9 *16,0,Y,0,Y,P,5,0,Southside,Y,N,0,,,,,,,,,,,,25% Profit Margin,p25,P,,25,+,,,,,,,,,,N,,0,,(UnAssigned),N,N,,(UnAssigned),,,A,A,N,Y,N,,,0,0,0,0,0,0,M,AP,N,E,,Y,N,E,,E,,N,E,,,,5/13/2010 11:15:55 AM,JACKIE,10/29/2025 1:49:18 PM,JEFF,N,10715
VILLA100,VILLAGE BREAD AND BAGEL,3044 MERCURY RD S,,JACKSONVILLE,FL,32207,904-739-1700,904-737-9100,VINCENT,JUBANI,VILLAGEBB@BELLSOUTH.NET,,,,CAMILLE,EXT 122,,,,,,FLORIDASALES,64,Pat DeRita,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,4/15/2026,5000,,,23411.11,10031.33,3018.48,6990.67,0,0,3370.63,Best Way,Destination,P,N,26-8016378170-1  *16,0,Y,0,Y,P,5,0,Southside,Y,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),N,N,,(UnAssigned),,,A,A,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,Y,N,E,,E,,N,E,,,,5/13/2010 11:17:50 AM,JACKIE,1/15/2024 11:22:29 AM,NATE,N,10716
FLETC100,FLETCHER MIDDLE SCHOOL,2000 3RD STREET,,JACKSONVILLE BEACH,FL,32250,904-247-5929,904-247-5933,,,,,,,,,,,,,,FLORIDASALES,10,Randy Frontz,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,1/7/2011,2000,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,,0,Y,0,Y,P,3,0,Beaches,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),N,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,,,5/19/2010 11:06:32 AM,JACKIE,9/11/2009 4:42:37 PM,CMS,N,10717
CHRIS100,CHRIST THE KING,720 ARLINGTON ROAD,,JACKSONVILLE,FL,32211,904-724-7239,904-726-1791,,,,,,,,,,,,,,FLORIDASALES,58,ROBIN FRONTZ-exist,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,12/4/2013,1000,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,85-8013320786c-7 *15,0,Y,0,Y,P,0,0,(UnAssigned),N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),N,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,,,5/20/2010 10:58:27 AM,JACKIE,12/29/2015 9:48:21 AM,STEVE,N,10718
CLARK100,CLARK'S FISH CAMP AND SEAFOOD,12903 HOOD LANDING ROAD,,JACKSONVILLE,FL,32258,904-268-3474,904-880-3474,,,,FLO,.,,JOAN,PEOPLES,,,,,,FLORIDASALES,64,Pat DeRita,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,9/14/2018,2500,,,0,-4275.22,0,0,0,0,4275.22,Best Way,Destination,P,Y,26-8011941292-3 *16,0,Y,0,Y,P,5,0,Southside,Y,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,SOMEONE IS THERE AT 12:00,,,,N,FLO,0,,(UnAssigned),N,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,Y,N,E,,E,,N,E,,,,5/21/2010 3:21:35 PM,JACKIE,6/21/2017 9:48:58 AM,DAVID,N,10719
BENCO100,BENCO WAREHOUSE INC,5107 UNIVERSITY BLVD W,,JACKSONVILLE,FL,32216,904-733-6961,904-448-0039,MARK,BIERY,BENCOW@BELLSOUTH.NET,,,,,,,,,,,FLORIDASALES,59,RONNIE BURKE,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,5/13/2013,500,,,0,0,0,0,0,0,0,Best Way,Destination,P,Y,,0,Y,0,Y,P,5,0,Southside,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,TURN INTO THE RACETRACK ON,UNIVERSITY..IT IS BEHIND IT,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,,,5/25/2010 1:34:49 PM,JACKIE,5/24/2017 8:33:58 AM,RANDY,N,10720
MOUNT100,MOUNT SIANAI MBC,2036 SILVER STREET,,JACKSONVILLE,FL,32206,904-354-7249,904-358-0303,GUNDY,RL,,MR.,STEPHENS,,,,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,7/8/2010,0,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,85-8012666422C-6 *11,0,Y,0,Y,P,0,0,(UnAssigned),N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,,,5/27/2010 2:25:27 PM,RANDY,7/8/2010 3:05:18 PM,JACKIE,N,10723
JOIRI100,JOI -RIVERSIDE,2 SHIRCLIFF WAY,SUITE 300,JACKSONVILLE,FL,32204,904-388-1400,,TINA,.,,,,,,,,,,,,FLORIDASALES,21,DAVID T. HALL-new,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,12/12/2011,1000,,,0,0,0,0,0,0,0,Best Way,Destination,P,Y,,0,Y,0,Y,P,0,0,(UnAssigned),N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),N,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,,,6/9/2010 10:11:44 AM,JACKIE,9/11/2009 4:42:37 PM,CMS,N,10724
AVAAU100,AVA AUTO PRODUCTS INC.,515 EAST 9TH STREET,,JACKSONVILLE,FL,32206-3803,904-634-8940,904-634-8941,,,,,,,,,,,,,,FLORIDASALES,59,RONNIE BURKE,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,10/10/2016,2500,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,26-8013907287-9  *16,0,Y,0,Y,P,1,0,Downtown,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,Y,N,,0,,(UnAssigned),N,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,M,VINNY,N,E,,N,N,E,,E,,N,E,,,,6/17/2010 2:46:18 PM,JACKIE,5/24/2017 8:34:29 AM,RANDY,N,10725
TLCTE100,TLC TENDER LOVING CARE DAYCARE,5450 SOUTEL DR.,,JACKSONVILLE,FL,32208,904-379-9520,,LOU,HYMAN,,LOU,HYMAN,,LOU,HYMAN,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,,0,,,0,0,0,0,0,0,0,Best Way,Destination,P,Y,,0,Y,0,Y,P,0,0,(UnAssigned),N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,,,6/18/2010 9:57:52 AM,RANDY,9/28/2010 9:02:57 AM,RANDY,N,10726
SUDDA110,SUDDATH RELOCATION SYSTEMS-KENT,7819 SOUTH 206TH STREET,,KENT,WA,98032,1-800-426-7776,,WILLIAM(BILL),KELLY,WKelly@suddath.com,,,,,,,,,,,FLORIDASALES,46,Michael Farah-direct,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,7/14/2010,15000,,,0,0,0,0,0,0,0,Best Way,Destination,P,Y,,0,Y,0,Y,P,15,0,Drop Ship,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),N,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,,,6/23/2010 3:08:17 PM,JACKIE,3/1/2012 4:06:27 PM,JACKIE,N,10729
DRPEP100,DR PEPPER SNAPPLE GROUP,ATTN ACCTS PAYABLE,P O BOX 540608,DALLAS,TX,75354,904-924-6475,904-695-4954,KARI,SHAW,KARI.SHAW@DPSG.COM,KARI,SHAW,KARI.SHAW@DPSG.COM,Accounts,Payable,AP.Invoicing@dpsg.com,,,,,FLORIDASALES,59,RONNIE BURKE,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 45,1/13/2016,1500,,,0,0,0,0,0,0,0,Best Way,Destination,P,Y,,0,Y,0,Y,P,7,0,Westside,N,Y,1,P,DR PEPPER SNAPPLE GROUP,2300 PICKETVILLE ROAD,,JACKSONVILLE,FL,32220,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,Y,,0,,(UnAssigned),N,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,M,Accounts,N,E,,N,N,E,,E,,N,E,KARI,,,6/23/2010 3:42:16 PM,JACKIE,5/24/2017 8:34:48 AM,RANDY,N,10730
446554,SARGENT SEAT COVER,44 EAST 1ST STREET,,JACKSONVILLE,FL,32206,904-355-2529,904-355-5404,DEBBIE/MARK,.,,DEBBIE/MARK,.,,,,,,,,,FLORIDASALES,10,Randy Frontz,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,4/16/2026,2500,,,182.16,96.46,0,0,0,85.7,0,Best Way,Destination,P,Y,26-8012494442-2,0,Y,0,Y,P,1,0,Downtown,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),N,N,,(UnAssigned),,,D,A,N,Y,N,,,0,0,0,0,0,0,M,TODD,N,E,,N,N,E,,E,,N,E,,,,6/24/2010 11:08:48 AM,JACKIE,5/22/2025 2:40:36 PM,NATE,N,10731
JUSTF100,JUST FOR KIDS,11269 NORTH MAIN STREET,,JACKSONVILLE,FL,32218,904-696-7744,904-696-6520,,,,,,,,,,,,,,FLORIDASALES,59,RONNIE BURKE,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,,0,,,0,0,0,0,0,0,0,Best Way,Destination,P,Y,,0,Y,0,Y,P,0,0,(UnAssigned),N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,,,7/8/2010 3:52:25 PM,RANDY,5/24/2017 8:35:11 AM,RANDY,N,10732
BELTM100,BELTMANN GROUP,4101-1 BULLS BAY HIGHWAY,,JACKSONVILLE,FL,32219,904-695-9881,904-695-9888,,,,STEVE,ALLEN,STEVE.ALLEN@BELTMANN.COM,,,,,,,,FLORIDASALES,45,Michael Farah,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 60,8/18/2010,1000,,,0,0,0,0,0,0,0,Best Way,Destination,P,Y,,0,Y,0,Y,P,7,0,Westside,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),N,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,,,7/16/2010 8:26:29 AM,JACKIE,9/10/2010 3:18:24 PM,JACKIE,N,10733
K&J..100,K&J-JOYCE MUELLER,2866 ROBINETTE DR,,ORANGE PARK,FL,32073,904-631-8579,,,,,,,,,,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),CREDIT CARD,3/3/2017,0,,,0,0,0,0,0,0,0,Will Call,Destination,P,N,26-8014824705-5 *15,0,Y,0,Y,P,17,0,Customer Pickup,Y,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),N,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,,,7/19/2010 8:43:09 AM,JACKIE,3/17/2015 9:06:38 AM,STEVE,N,10735
